Echantillons;Etat;Var;Squalane;BetaCaryophyllene;AlphaCaryophyllene;Guaiol;gEudesmol;Bulnesol;AlphaBisabolol;Cannabinoide1;THV;Cannabinoide2;CBL;CBDCBC;D9THC;CBG;CBN;Nonacosane
BE011_3;Fibre;BE;2022591;4510;6133;0;0;0;0;0;0;0;1675;410812;5861;2343;0;16736
BE012_1;Fibre;BE;2365590;4161;5444;0;0;0;0;0;0;0;1844;510777;7196;2996;0;20844
BE012_2;Fibre;BE;2034439;3520;4707;0;0;0;0;0;0;0;1701;454488;5531;2445;0;15339
BE012_3;Fibre;BE;2132132;3523;5065;0;0;0;0;0;0;0;3297;425218;5350;2059;0;19628
BE013_1;Fibre;BE;2034830;2353;3189;0;0;0;0;0;0;0;3256;404543;5489;1836;0;18410
BE013_2;Fibre;BE;2084681;2225;3244;0;0;0;0;0;0;0;3357;436939;6930;2524;0;19711
BE013_3;Fibre;BE;2022731;4346;5636;0;0;0;0;0;0;0;1851;428999;6113;1321;0;22753
BE014_1;Fibre;BE;2022363;4076;5020;0;0;0;0;0;0;0;1584;459599;6308;1482;0;22522
BE014_2;Fibre;BE;2052308;3430;4465;0;0;0;0;0;0;0;1635;478571;6400;1938;0;22635
BE014_3;Fibre;BE;2131194;4122;7044;0;0;0;0;0;0;0;1432;308334;4779;2109;0;19158
BE015_1;Fibre;BE;2054800;3671;6171;0;0;0;0;0;0;0;1727;323347;5352;2842;0;19280
BE015_2;Fibre;BE;2034149;3595;5946;0;0;0;0;0;0;0;1610;318966;5143;2195;0;17644
EP001_1;Fibre;EP;2436540;2404;2673;0;0;0;0;0;0;0;1782;1097542;13136;11847;0;25388
EP001_2;Fibre;EP;2429223;2500;2892;0;0;0;0;0;0;0;1837;1137496;13955;14538;0;24275
EP001_3;Fibre;EP;2418655;2151;2296;0;0;0;0;0;700;0;2058;1175027;13922;13454;0;26535
EP002_1;Fibre;EP;2429090;918;959;0;0;0;0;1091;0;0;1267;827726;10428;7448;0;23031
EP002_2;Fibre;EP;2412520;1074;1151;0;0;0;0;0;0;0;1295;850384;10190;7890;0;24547
EP003_1;Fibre;EP;2429571;4171;5373;0;0;0;0;1233;0;0;2908;952952;10992;10586;0;26878
EP003_2;Fibre;EP;2449095;4191;4780;0;0;0;0;1409;0;0;3012;985691;11816;11344;0;28292
EP003_3;Fibre;EP;2438867;3923;5001;0;0;0;0;1377;0;0;3026;954223;12009;11150;0;27639
EP004_1;Fibre;EP;2452275;3688;4563;0;0;0;0;1192;1060;0;3411;1177656;15563;12288;0;16422
EP004_2;Fibre;EP;2447089;3602;4972;0;0;0;0;1306;1032;0;3776;1176227;14621;12785;0;18340
EP004_3;Fibre;EP;2450408;3582;4274;0;0;0;0;1385;1026;0;3485;1191546;15004;15475;0;18145
EP005_1;Fibre;EP;2496289;2994;3429;0;0;0;0;0;0;0;4024;502053;6165;2496;0;20288
EP005_2;Fibre;EP;2455377;3291;3713;0;0;0;0;1123;0;0;3892;492002;6178;2133;0;20988
EP005_3;Fibre;EP;2471202;3522;4057;0;0;0;0;0;0;0;4351;495552;6231;2346;0;20150
EP006_1;Fibre;EP;2459326;3941;4673;0;0;0;0;763;0;0;0;774947;9528;9506;0;17601
EP006_2;Fibre;EP;2481826;3952;4853;0;0;0;0;919;0;0;856;808545;10158;10639;0;18792
EP006_3;Fibre;EP;2460248;3739;4630;0;0;0;0;737;0;0;0;805471;9712;11379;0;17102
EP007_1;Fibre;EP;2439297;2307;2413;0;0;0;0;1160;0;0;1940;717009;8178;9569;0;23242
EP007_2;Fibre;EP;2466523;2374;3081;0;0;0;0;1327;0;0;2100;747755;8834;10401;0;22210
EP007_3;Fibre;EP;2436097;2558;3023;0;0;0;0;1405;0;0;2220;710236;7951;10501;0;21685
EP008_1;Fibre;EP;2425333;2381;3010;0;0;0;0;1754;0;0;4455;516579;6522;5268;0;19782
EP008_2;Fibre;EP;2438384;2373;2855;0;0;0;0;1514;0;0;4850;502484;6329;5949;0;20496
EP008_3;Fibre;EP;2455022;2246;2863;0;0;0;0;1711;0;1207;5589;518289;6386;5239;0;20034
EP009_1;Fibre;EP;2442612;3079;4028;0;0;0;0;2334;1279;1332;4145;1240622;15130;15385;0;19269
EP009_2;Fibre;EP;2493288;3093;4011;0;0;0;0;2383;1002;1521;4176;1326614;17059;17084;0;19417
EP009_3;Fibre;EP;2567842;2840;3521;0;0;0;0;2625;1408;1186;4627;1323966;16709;17373;0;20513
EP010_1;Fibre;EP;2507977;1694;2496;0;0;0;0;1204;0;0;2440;672228;9085;5047;0;20156
EP010_2;Fibre;EP;2504317;1637;1982;0;0;0;0;1296;0;0;2452;673108;8553;5151;0;21022
EP010_3;Fibre;EP;2630830;2082;2332;0;0;0;0;1071;0;0;2652;695375;9394;6745;0;22259
EP011_1;Fibre;EP;2598856;1390;1408;0;0;0;0;900;0;0;2411;578772;7041;3737;0;20911
EP011_2;Fibre;EP;2625873;1386;1592;0;0;0;0;858;0;0;2413;599401;7161;4997;0;21071
EP011_3;Fibre;EP;2597545;1249;1297;0;0;0;0;828;0;0;2333;595342;7001;4854;0;19041
EP012_1;Fibre;EP;2670428;1890;2353;0;0;0;0;2070;0;2131;3718;555531;5881;0;0;31790
EP012_2;Fibre;EP;2594913;1608;1942;0;0;0;0;2092;0;2014;4151;572591;6394;0;0;31905
EP012_3;Fibre;EP;2600868;1364;1847;0;0;0;0;2384;0;1863;3945;620347;6639;0;0;31461
EP013_1;Fibre;EP;2592541;2830;4452;0;0;0;0;1619;0;733;4549;1162086;14365;5890;0;25364
EP013_2;Fibre;EP;2648300;2777;3934;0;0;0;0;1498;0;754;4459;1159248;14380;5544;0;23954
EP013_3;Fibre;EP;2621301;2353;3564;0;0;0;0;1456;0;717;4866;1206397;15522;6455;0;25899
EP014_1;Fibre;EP;2597662;1160;1604;0;0;0;0;1190;997;0;2338;753748;9058;5215;0;25443
EP014_2;Fibre;EP;2609555;1262;1384;0;0;0;0;1448;1081;1007;3196;796676;9779;5559;0;26649
EP014_3;Fibre;EP;2691201;1440;1628;0;0;0;0;1280;938;848;3166;856685;9774;6026;0;27910
EP015_1;Fibre;EP;2613785;626;1033;0;0;0;0;859;0;0;2465;471650;6728;1512;0;22546
EP015_2;Fibre;EP;2617827;926;1296;0;0;0;0;860;0;0;2874;496826;6391;1777;0;23838
EP015_3;Fibre;EP;2627000;887;1087;0;0;0;0;768;0;684;2826;476665;6331;1935;0;23735
FA001_1;Fibre;FA;3243761;0;0;0;0;0;0;3025;0;2720;1806;840282;9144;9559;0;18149
FA001_2;Fibre;FA;3232625;0;0;0;0;0;0;3109;0;2527;1765;863019;9043;9205;0;17526
FA001_3;Fibre;FA;3292942;0;833;0;0;0;0;2951;0;2453;2084;861732;9693;8798;0;18277
FA002_1;Fibre;FA;3218856;1277;1619;0;0;0;0;1951;0;1820;1827;791812;9917;6746;0;25875
FA002_2;Fibre;FA;3370497;1382;2036;0;0;0;0;2181;0;1892;1603;833460;10454;7039;0;26664
FA002_3;Fibre;FA;3399636;1335;1683;0;0;0;0;2268;0;1951;1945;852133;9833;7851;0;25278
FA003_1;Fibre;FA;3209917;1335;1911;0;0;0;0;4381;0;3935;3720;1059787;11258;6303;0;27044
FA003_2;Fibre;FA;3365863;1457;1910;0;0;0;0;4459;0;3267;3799;1110227;11466;7068;0;30738
FA003_3;Fibre;FA;3065101;1262;1350;0;0;0;0;4367;0;3364;3445;1039405;11216;6229;0;28429
FA004_1;Fibre;FA;3003838;0;839;0;0;0;0;4490;0;3806;2776;540179;4475;2808;0;20491
FA004_2;Fibre;FA;3245439;1069;1429;0;0;0;0;4878;0;4327;2969;570655;4792;3445;0;20727
FA004_3;Fibre;FA;3227444;899;1383;0;0;0;0;4448;0;3807;2718;559617;4669;3424;0;19277
FA005_1;Fibre;FA;3212544;1552;1824;0;0;0;0;1590;0;963;1662;1304320;16055;16703;0;24148
FA005_2;Fibre;FA;3248520;1873;2565;0;0;0;0;1680;0;1307;2022;1450624;17865;19066;0;27333
FA005_3;Fibre;FA;3031930;1734;2244;0;0;0;0;1785;0;1230;2035;1328892;16320;17544;0;25140
FA006_1;Fibre;FA;3313143;1849;1940;0;0;0;0;2608;0;2578;1502;468551;6587;4348;0;24625
FA006_2;Fibre;FA;3372925;1930;2330;0;0;0;0;2607;0;2861;1422;507690;7200;6054;0;25368
FA006_3;Fibre;FA;3317770;1659;2020;0;0;0;0;2537;0;2354;1411;481186;6741;5861;0;23829
FA007_1;Fibre;FA;3229298;1446;1980;0;0;0;0;2564;0;2448;1294;357200;5179;3964;0;19132
FA007_2;Fibre;FA;3047353;1325;1476;0;0;0;0;2573;0;2433;1332;330473;4988;3841;0;19844
FA007_3;Fibre;FA;3524479;1214;1706;0;0;0;0;2636;0;2911;1159;367842;4817;4159;0;19755
FA008_1;Fibre;FA;3231822;1631;2181;0;0;0;0;1920;0;1338;1525;371266;4866;3338;0;21933
FA008_2;Fibre;FA;3219017;1294;1836;0;0;0;0;2029;0;1386;1843;354976;4879;2817;124;21194
FA008_3;Fibre;FA;3136082;1260;1442;0;0;0;0;2088;0;1595;1862;407469;5579;4102;0;22005
FA009_1;Fibre;FA;2997681;1473;1965;0;0;0;0;1825;0;1310;1523;512593;6715;6314;0;23924
FA009_2;Fibre;FA;3192337;1436;2069;0;0;0;0;1640;0;1501;1363;463187;6534;6564;0;23959
FA009_3;Fibre;FA;3187601;1615;1944;0;0;0;0;1867;0;1419;1725;510511;6338;6740;0;22757
FA010_1;Fibre;FA;3199429;1983;2629;0;0;0;0;3770;0;3001;2464;543570;6233;7360;0;22142
FA010_2;Fibre;FA;3222530;2224;2827;0;0;0;0;3698;0;3316;2016;515490;5520;6949;0;22796
FA010_3;Fibre;FA;3201927;2312;2713;0;0;0;0;3938;0;3192;2749;540233;6249;7150;0;22030
FA011_1;Fibre;FA;3169361;4412;5344;0;0;0;0;3766;0;4532;2735;495037;6331;4649;0;23458
FA011_2;Fibre;FA;3252220;4708;5718;0;0;0;0;3846;0;4835;2982;519095;7626;4994;0;22537
FA011_3;Fibre;FA;3197777;4367;4735;0;0;0;0;1475;0;912;876;528044;7483;6697;0;24312
FA012_1;Fibre;FA;3216895;4813;5043;0;0;0;0;1378;0;892;1097;482976;6661;6828;0;24261
FA012_2;Fibre;FA;3180390;3949;4470;0;0;0;0;1457;0;752;1124;526571;7178;6497;0;23189
FA012_3;Fibre;FA;3185239;4428;5219;0;0;0;0;3538;0;4773;2451;464157;6429;3885;0;22169
FL001_1;Fibre;FL;568862;0;0;0;0;0;0;0;0;0;1444;337013;4612;816;0;6338
FL001_2;Fibre;FL;582140;123;170;0;0;0;0;0;0;0;2045;358263;5550;1215;0;6065
FL001_3;Fibre;FL;577722;0;0;0;0;0;0;0;0;0;1430;258879;4049;897;0;3998
FL002_1;Fibre;FL;580899;202;313;0;0;0;0;284;0;0;1071;152908;2462;828;0;6119
FL002_2;Fibre;FL;579214;188;354;0;0;0;0;0;0;0;1158;162184;2612;1046;0;6018
FL002_3;Fibre;FL;587762;181;214;0;0;0;0;206;0;0;1291;176218;2756;1024;0;6393
FL003_1;Fibre;FL;586358;206;191;0;0;0;0;0;300;0;663;271521;4547;2426;0;6167
FL003_2;Fibre;FL;589719;134;251;0;0;0;0;0;326;0;834;255157;4439;2479;0;6279
FL003_3;Fibre;FL;587729;125;161;0;0;0;0;0;418;0;725;239950;4003;2263;200;6256
FL004_1;Fibre;FL;591098;209;414;0;0;0;0;0;0;459;1095;198703;2566;373;0;6224
FL004_2;Fibre;FL;582155;309;397;0;0;0;0;0;0;569;1467;215367;2622;495;0;6446
FL004_3;Fibre;FL;586322;263;454;0;0;0;0;0;0;532;1462;223417;2848;353;0;5482
FL005_1;Fibre;FL;583718;343;498;0;0;0;0;311;0;0;835;119690;1746;865;0;6935
FL005_2;Fibre;FL;583973;376;440;0;0;0;0;0;0;432;830;118842;1562;863;0;6808
FL005_3;Fibre;FL;586826;367;459;0;0;0;0;387;0;455;956;124461;1787;1045;0;6430
FL006_1;Fibre;FL;588719;160;153;0;0;0;0;0;0;0;1328;188804;2959;358;0;6263
FL006_2;Fibre;FL;580947;138;141;0;0;0;0;0;0;0;1180;190231;2808;481;0;5444
FL006_3;Fibre;FL;579506;0;0;0;0;0;0;0;0;0;1352;196633;2821;394;0;5253
FL007_1;Fibre;FL;584191;364;414;0;0;0;0;0;0;0;551;171329;2555;1855;0;5655
FL007_2;Fibre;FL;578624;355;576;0;0;0;0;0;0;0;533;174240;2800;1872;0;5830
FL007_3;Fibre;FL;582030;386;576;0;0;0;0;0;0;0;530;179398;2863;2180;0;6260
FL008_1;Fibre;FL;581621;520;674;0;0;0;0;278;0;399;1421;369633;5520;4831;0;5424
FL008_2;Fibre;FL;590488;519;988;0;0;0;0;428;0;0;1828;412750;6725;5585;0;5858
FL008_3;Fibre;FL;581906;456;578;0;0;0;0;356;0;0;1422;364443;5733;4966;0;6033
FL009_1;Fibre;FL;577375;576;784;0;0;0;0;0;0;0;687;217126;4004;1599;0;4860
FL009_2;Fibre;FL;580212;507;811;0;0;0;0;0;0;0;803;220580;3842;1598;0;4337
FL009_3;Fibre;FL;576973;510;655;0;0;0;0;0;0;0;741;226816;3961;1744;0;4925
FL010_1;Fibre;FL;585100;561;701;0;0;0;0;457;0;522;1601;359644;5709;1140;0;5905
FL010_2;Fibre;FL;572734;429;587;0;0;0;0;432;0;742;1819;356236;5031;1246;0;5640
FL010_3;Fibre;FL;573921;379;605;0;0;0;0;553;0;0;1637;371430;5503;1312;0;6179
FL011_1;Fibre;FL;597225;504;589;0;0;0;0;478;0;520;1886;327444;4943;932;0;8612
FL011_2;Fibre;FL;567892;516;557;0;0;0;0;534;0;664;1924;313930;5062;1040;0;8507
FL011_3;Fibre;FL;573434;396;484;0;0;0;0;568;0;656;1644;302048;5290;877;0;8463
FL012_1;Fibre;FL;572708;406;522;0;0;0;0;0;0;0;836;144061;2359;495;0;4953
FL012_2;Fibre;FL;571908;404;580;0;0;0;0;0;0;0;706;157283;2464;556;0;5211
FL012_3;Fibre;FL;592409;472;505;0;0;0;0;0;0;0;1011;167900;2643;677;0;5114
FL013_1;Fibre;FL;568819;378;718;0;0;0;0;0;197;0;806;204670;3465;1087;0;7461
FL013_2;Fibre;FL;570381;409;633;0;0;0;0;0;263;0;901;220674;3597;971;0;7885
FL013_3;Fibre;FL;582892;281;627;0;0;0;0;0;0;0;876;206420;3444;1214;0;7709
FL014_1;Fibre;FL;577661;495;788;0;0;0;0;0;264;294;867;346263;5179;5069;0;7048
FL014_2;Fibre;FL;577471;464;742;0;0;0;0;0;180;0;805;354563;5873;5555;0;7286
FL014_3;Fibre;FL;609103;478;736;0;0;0;0;0;198;0;764;380239;5833;5999;0;7732
FL015_1;Fibre;FL;570171;294;388;0;0;0;0;426;0;439;1413;297658;3897;753;0;5570
FL015_2;Fibre;FL;576186;323;426;0;0;0;0;463;0;612;1445;300975;4212;954;0;5724
FL015_3;Fibre;FL;571340;318;566;0;0;0;0;361;0;586;1369;300323;4367;1034;0;5860
FR001_1;Fibre;FR;583966;391;491;0;0;0;0;727;0;1065;1288;293762;3752;1874;0;6168
FR001_2;Fibre;FR;590256;401;582;0;0;0;0;707;0;888;1335;308830;4071;1905;0;6369
FR001_3;Fibre;FR;578959;377;508;0;0;0;0;730;0;1100;1580;326084;4404;1958;0;6812
FR002_1;Fibre;FR;590725;560;619;0;0;0;0;393;0;427;1200;365060;5706;2871;0;6702
FR002_2;Fibre;FR;602492;432;675;0;0;0;0;388;0;576;1264;399549;6295;3523;0;6777
FR002_3;Fibre;FR;591373;537;618;0;0;0;0;299;0;488;1120;370927;5924;3301;0;6030
FR003_1;Fibre;FR;575838;418;510;0;0;0;0;0;0;323;574;119741;2274;792;0;6414
FR003_2;Fibre;FR;583871;573;555;0;0;0;0;0;0;288;677;124601;2133;965;0;6961
FR003_3;Fibre;FR;588947;436;481;0;0;0;0;0;0;366;771;128005;2283;1060;0;7204
FR004_1;Fibre;FR;592699;597;596;0;0;0;0;0;0;0;1233;383259;4961;2866;0;8889
FR004_2;Fibre;FR;771244;610;629;0;0;0;0;0;0;312;1620;245036;6488;2579;0;9457
FR004_3;Fibre;FR;768200;614;702;0;0;0;0;0;0;273;1550;296657;6641;2987;0;8420
FR005_1;Fibre;FR;789206;593;783;0;0;0;0;0;0;735;4382;379547;4848;3985;0;12294
FR005_2;Fibre;FR;785013;674;797;0;0;0;0;309;0;797;4963;416845;5764;4737;0;15399
FR005_3;Fibre;FR;778361;389;604;0;0;0;0;0;0;532;3216;367089;3941;3301;0;8849
FR006_1;Fibre;FR;767938;477;509;0;0;0;0;200;0;0;1853;372278;4976;3967;0;7971
FR006_2;Fibre;FR;772407;468;558;0;0;0;0;0;0;442;2048;316348;4938;3453;0;7533
FR006_3;Fibre;FR;757947;548;500;0;0;0;0;201;0;471;2273;325879;5313;3419;0;8233
FR007_1;Fibre;FR;770372;391;607;0;0;0;0;0;0;247;737;217278;3009;1728;0;7912
FR007_2;Fibre;FR;766030;527;490;0;0;0;0;0;0;0;899;224247;3360;1711;0;7642
FR007_3;Fibre;FR;752057;376;470;0;0;0;0;0;0;0;842;213385;3045;1692;0;7578
FR008_1;Fibre;FR;750141;799;1143;0;0;0;0;0;0;305;840;223308;5320;2141;0;6905
FR008_2;Fibre;FR;749991;843;1098;0;0;0;0;0;0;0;962;304706;6102;2576;0;7133
FR008_3;Fibre;FR;747103;677;761;0;0;0;0;0;0;419;973;208610;2925;1616;0;11047
FR009_1;Fibre;FR;738607;613;820;0;0;0;0;0;0;0;1078;199712;2730;1310;0;10842
FR009_2;Fibre;FR;750587;620;687;0;0;0;0;0;0;0;906;199903;2883;1583;0;10742
FR009_3;Fibre;FR;738665;633;803;0;0;0;0;0;0;512;1106;198621;2847;1507;0;10731
FR010_1;Fibre;FR;742528;549;522;0;0;0;0;0;0;646;1591;188936;35473;1840;977;5315
FR010_2;Fibre;FR;745115;580;551;0;0;0;0;345;299;663;1827;206009;37699;1789;988;5856
FR010_3;Fibre;FR;764206;456;469;0;0;0;0;314;231;763;1842;209155;39191;2139;1136;5552
FR011_1;Fibre;FR;768243;574;712;0;0;0;0;0;0;373;1598;276128;7505;6934;0;6293
FR011_2;Fibre;FR;761940;558;681;0;0;0;0;211;0;0;2000;327940;7628;8295;0;6280
FR011_3;Fibre;FR;768014;483;756;0;0;0;0;0;0;368;2045;240112;7350;6840;0;6437
FR012_1;Fibre;FR;763871;464;611;0;0;0;0;0;0;627;1983;311724;4133;1617;0;7199
FR012_2;Fibre;FR;754191;463;493;0;0;0;0;0;165;0;1831;304345;3962;1714;0;6804
FR012_3;Fibre;FR;750865;437;452;0;0;0;0;0;232;554;1835;308560;4165;1745;0;7589
FR013_1;Fibre;FR;745813;179;293;0;0;0;0;0;221;0;609;141868;2781;2464;0;6192
FR013_2;Fibre;FR;741404;239;267;0;0;0;0;0;0;0;595;142433;2681;2478;0;5660
FR013_3;Fibre;FR;749576;186;217;0;0;0;0;0;146;0;675;146526;2994;2385;0;6513
FR014_1;Fibre;FR;749761;472;745;0;0;0;0;225;0;440;1182;233322;6704;1561;0;9310
FR014_2;Fibre;FR;747403;521;708;0;0;0;0;0;0;488;1435;259251;6719;1771;0;8385
FR014_3;Fibre;FR;882988;555;718;0;0;0;0;310;0;636;1662;275748;7464;1959;0;10060
FR015_1;Fibre;FR;746730;0;0;0;0;0;0;441;0;1078;1926;342324;4407;1551;0;9488
FR015_2;Fibre;FR;752625;0;0;0;0;0;0;477;0;1185;2272;339273;5106;1743;0;9731
FR015_3;Fibre;FR;738974;0;0;0;0;0;0;517;0;1106;2031;337546;5373;1550;0;8766
FT001_1;Fibre;FT;700326;0;0;0;0;0;0;193;0;267;1236;168522;3654;2487;570;4841
FT001_2;Fibre;FT;710891;0;0;0;0;0;0;0;0;276;1166;188919;4213;2743;644;5439
FT001_3;Fibre;FT;714119;0;0;0;0;0;0;0;0;472;1728;202411;5003;3112;794;5822
FT002_1;Fibre;FT;712460;165;159;0;0;0;0;0;0;668;1729;360661;6702;5684;303;4954
FT002_2;Fibre;FT;711822;150;179;0;0;0;0;0;0;720;1973;373484;8591;5975;253;5072
FT002_3;Fibre;FT;708958;183;159;0;0;0;0;0;0;668;1750;369735;8131;6038;431;5145
FT003_1;Fibre;FT;707723;221;199;0;0;0;0;0;0;475;1392;221063;5283;1661;237;5332
FT003_2;Fibre;FT;720287;213;244;0;0;0;0;0;0;592;1406;225093;5527;1306;284;5239
FT003_3;Fibre;FT;716816;163;285;0;0;0;0;0;0;722;1657;243398;5080;2013;329;5515
FT004_1;Fibre;FT;727509;99;204;0;0;0;0;0;0;0;334;200080;4670;2998;205;5427
FT004_2;Fibre;FT;730031;177;251;0;0;0;0;0;0;0;766;205178;5107;3053;230;5209
FT004_3;Fibre;FT;721427;140;144;0;0;0;0;0;0;390;710;208835;5603;2875;291;5679
FT005_1;Fibre;FT;720787;178;327;0;0;0;0;836;0;1044;1620;286921;5895;3055;192;375
FT005_2;Fibre;FT;725180;179;237;0;0;0;0;0;0;1201;1878;314807;7103;3232;219;5432
FT005_3;Fibre;FT;740234;201;232;0;0;0;0;0;0;1336;1839;317400;7213;3286;200;5783
FT006_1;Fibre;FT;734049;254;337;0;0;0;0;0;0;767;1435;189859;5292;1666;183;5673
FT006_2;Fibre;FT;735241;264;242;0;0;0;0;0;0;707;1278;169035;5235;1689;454;5259
FT006_3;Fibre;FT;727345;216;235;0;0;0;0;0;0;507;1516;180652;4516;1522;202;5631
FT007_1;Fibre;FT;728139;351;391;0;0;0;0;0;0;412;1602;294716;6872;3821;285;5720
FT007_2;Fibre;FT;733784;341;397;0;0;0;0;0;0;692;1623;300062;8209;4050;331;5864
FT007_3;Fibre;FT;720083;312;459;0;0;0;0;0;0;580;1830;320382;10392;4337;348;6050
FT009_1;Fibre;FT;722685;138;250;0;0;0;0;0;0;258;876;176800;6175;2534;153;5125
FT009_2;Fibre;FT;729228;107;186;0;0;0;0;0;0;372;837;187746;7020;3031;121;5482
FT009_3;Fibre;FT;723780;215;246;0;0;0;0;0;0;327;1130;189536;6995;2673;187;5610
FT010_1;Fibre;FT;722951;304;485;0;0;0;0;0;0;185;925;173948;6315;2977;157;5880
FT010_2;Fibre;FT;723118;302;370;0;0;0;0;0;0;260;1010;190649;7162;2962;113;5936
FT010_3;Fibre;FT;727836;334;478;0;0;0;0;0;0;316;928;190641;6889;3226;171;6273
FT011_1;Fibre;FT;724061;205;245;0;0;0;0;0;0;532;1040;245230;7696;2249;175;6404
FT011_2;Fibre;FT;728844;285;263;0;0;0;0;0;0;492;995;263820;9000;2685;280;6337
FT011_3;Fibre;FT;725619;329;271;0;0;0;0;0;0;562;1172;236194;8258;2535;383;6224
FT012_1;Fibre;FT;726500;362;450;0;0;0;0;0;0;338;834;194043;7480;2892;291;6027
FT012_2;Fibre;FT;722550;314;480;0;0;0;0;0;0;243;1026;209768;7720;3214;168;5997
FT012_3;Fibre;FT;732978;311;381;0;0;0;0;0;0;326;1127;216244;9153;2728;0;5889
FT013_1;Fibre;FT;731808;165;220;0;0;0;0;0;0;465;922;135516;5627;1401;177;6361
FT013_2;Fibre;FT;725296;80;183;0;0;0;0;0;0;285;846;143831;5811;1553;272;6697
FT013_3;Fibre;FT;734694;171;149;0;0;0;0;0;0;435;812;134026;6547;1428;560;6489
FT014_1;Fibre;FT;723927;153;236;0;0;0;0;0;0;452;841;128407;5474;1498;122;6620
FT014_2;Fibre;FT;729004;188;337;0;0;0;0;0;0;531;1535;201029;7395;3148;194;5429
FT014_3;Fibre;FT;720418;200;245;0;0;0;0;0;0;313;1482;212704;8478;2793;237;6364
FT015_1;Fibre;FT;721468;185;345;0;0;0;0;0;0;442;1454;199161;7495;2764;216;6509
FT015_2;Fibre;FT;722119;197;311;0;0;0;0;0;0;538;2124;247776;8224;2103;168;8929
FT015_3;Fibre;FT;714184;189;330;0;0;0;0;0;0;612;2072;245607;9388;1782;242;8502
LV001_1;Fibre;LV;4265402;0;706;0;0;0;0;1201;0;1555;12619;565257;7256;3732;0;35454
LV001_2;Fibre;LV;4242374;0;748;0;0;0;0;1091;0;1525;13279;567475;6799;3080;0;37900
LV001_3;Fibre;LV;4262402;0;0;0;0;0;0;1140;0;1311;13115;554554;7440;3433;0;35935
LV002_1;Fibre;LV;4267135;0;0;0;0;0;0;1265;0;1556;11257;704595;11177;4245;0;34585
LV002_2;Fibre;LV;4287396;0;0;0;0;0;0;1131;0;1308;10768;688167;10541;3359;0;31594
LV002_3;Fibre;LV;4272623;0;0;0;0;0;0;1023;0;1427;10840;692920;11132;3041;0;33112
LV003_1;Fibre;LV;4285926;1137;1580;0;0;0;0;992;0;1403;4979;743164;13116;10421;0;33795
LV003_2;Fibre;LV;4273725;1051;1516;0;0;0;0;1052;0;1409;5967;818436;13324;11480;0;35519
LV003_3;Fibre;LV;4441671;1292;1491;0;0;0;0;1109;0;1583;5954;859411;14035;12498;0;36104
LV004_1;Fibre;LV;4604584;1133;1652;0;0;0;0;876;0;1095;4131;669782;11584;5885;0;35199
LV004_2;Fibre;LV;4261370;1144;1617;0;0;0;0;835;0;792;3741;623527;12289;5659;0;33182
LV004_3;Fibre;LV;4225929;1014;1383;0;0;0;0;778;0;853;3670;625525;11957;4250;0;31868
LV005_1;Fibre;LV;4240981;1015;1320;0;0;0;0;0;0;0;3094;406583;6887;3943;0;33944
LV005_2;Fibre;LV;4252990;1022;1243;0;0;0;0;0;0;0;3123;417183;7604;3262;0;33864
LV005_3;Fibre;LV;4288440;780;1527;0;0;0;0;0;0;715;3092;447106;7568;4348;0;35337
LV006_1;Fibre;LV;4405506;1307;1855;0;0;0;0;2196;0;3200;12736;711440;88576;4439;0;55054
LV006_2;Fibre;LV;4231706;1207;1744;0;0;0;0;2356;0;2265;11983;614617;79967;3344;0;47566
LV006_3;Fibre;LV;4238375;1101;1720;0;0;0;0;2351;0;2672;12281;620221;80544;3608;0;50101
LV007_1;Fibre;LV;4213945;1576;1875;0;0;0;0;2861;1491;4288;11652;811856;155896;6237;0;42292
LV007_2;Fibre;LV;4219104;1529;1979;0;0;0;0;3054;1456;5417;11635;793355;156595;5680;2758;40788
LV007_3;Fibre;LV;4205759;1619;2059;0;0;0;0;2931;1448;4288;12888;817335;157165;5549;0;39207
LV009_1;Fibre;LV;4118013;1143;1379;0;0;0;0;695;0;0;3561;337298;6937;798;0;42564
LV009_2;Fibre;LV;4029974;1054;1383;0;0;0;0;733;0;782;4106;332963;6670;1037;0;35495
LV009_3;Fibre;LV;4112210;1187;1547;0;0;0;0;0;0;0;3386;321177;7088;1130;0;37983
LV010_1;Fibre;LV;4090939;789;895;0;0;0;0;745;0;1281;3529;562790;12215;11095;0;33110
LV010_2;Fibre;LV;4108358;890;979;0;0;0;0;939;0;1077;3219;563173;12951;12567;0;32514
LV010_3;Fibre;LV;4073552;743;875;0;0;0;0;982;0;1118;2957;567940;13699;10424;0;32108
LV011_1;Fibre;LV;4065375;1075;1292;0;0;0;0;999;0;1431;5554;662296;12853;12358;0;32743
LV011_2;Fibre;LV;4042051;1065;1419;0;0;0;0;1311;0;1582;5451;648937;15453;13385;0;33550
LV011_3;Fibre;LV;4140493;1161;1345;0;0;0;0;1193;0;1457;5997;671430;15109;12149;0;36008
LV012_1;Fibre;LV;4029294;1093;1420;0;0;0;0;942;0;923;5246;813167;18001;6737;0;53235
LV012_2;Fibre;LV;4020978;1099;1364;0;0;0;0;815;0;988;5021;801405;17570;5783;0;49454
LV012_3;Fibre;LV;4030997;1191;1376;0;0;0;0;1160;0;1078;5466;820719;18511;7335;0;52211
LV013_1;Fibre;LV;4021291;0;0;0;0;0;0;1495;911;3447;7057;740687;183258;4501;3472;44332
